#fabulous	sentimentScore=7.526	numPositive=2301	numNegative=2
#excellent	sentimentScore=7.247	numPositive=2612	numNegative=3
#superb	sentimentScore=7.199	numPositive=1660	numNegative=2
#perfection	sentimentScore=7.099	numPositive=3004	numNegative=4
#terrific	sentimentScore=6.922	numPositive=629	numNegative=1
#magnificent	sentimentScore=6.672	numPositive=490	numNegative=1
#sensational	sentimentScore=6.529	numPositive=849	numNegative=2
#heavenly	sentimentScore=6.484	numPositive=2841	numNegative=7
#ideal	sentimentScore=6.461	numPositive=3172	numNegative=8
#partytime	sentimentScore=6.111	numPositive=559	numNegative=2
#excellence	sentimentScore=5.875	numPositive=1325	numNegative=6
@thisisangel	sentimentScore=5.858	numPositive=217	numNegative=1
@mavericksabre	sentimentScore=5	numPositive=5	numNegative=0
theodore	sentimentScore=5	numPositive=5	numNegative=0
fletchers	sentimentScore=5	numPositive=6	numNegative=0
pianos	sentimentScore=5	numPositive=7	numNegative=0
bhoys	sentimentScore=5	numPositive=7	numNegative=0
#freebie	sentimentScore=5	numPositive=7	numNegative=0
#ffoe	sentimentScore=5	numPositive=30	numNegative=0
#models	sentimentScore=5	numPositive=7	numNegative=0
#highstandards	sentimentScore=5	numPositive=6	numNegative=0
@prestigemale	sentimentScore=5	numPositive=27	numNegative=0
#giftbaskets	sentimentScore=5	numPositive=8	numNegative=0
#lovelife	sentimentScore=5	numPositive=35	numNegative=0
proverb	sentimentScore=5	numPositive=10	numNegative=0
#cosmetics	sentimentScore=5	numPositive=54	numNegative=0
#goodvibes	sentimentScore=5	numPositive=32	numNegative=0
#amuf2	sentimentScore=5	numPositive=9	numNegative=0
#perks	sentimentScore=5	numPositive=5	numNegative=0
gaultier	sentimentScore=5	numPositive=6	numNegative=0
gracias	sentimentScore=5	numPositive=6	numNegative=0
#cultured	sentimentScore=5	numPositive=5	numNegative=0
#legends	sentimentScore=5	numPositive=7	numNegative=0
hackney	sentimentScore=5	numPositive=6	numNegative=0
@boniver	sentimentScore=5	numPositive=9	numNegative=0
parkin	sentimentScore=5	numPositive=6	numNegative=0
#creativity	sentimentScore=5	numPositive=5	numNegative=0
#dresses	sentimentScore=5	numPositive=7	numNegative=0
#keepgoing	sentimentScore=5	numPositive=7	numNegative=0
@walterwall	sentimentScore=5	numPositive=16	numNegative=0
#beautysecrets	sentimentScore=5	numPositive=15	numNegative=0
#sahm	sentimentScore=5	numPositive=5	numNegative=0
pujara	sentimentScore=5	numPositive=8	numNegative=0
#tweetaturnon	sentimentScore=5	numPositive=5	numNegative=0
yaaas	sentimentScore=5	numPositive=5	numNegative=0
#laketahoe	sentimentScore=5	numPositive=7	numNegative=0
@prophiphop	sentimentScore=5	numPositive=36	numNegative=0
aaaaa	sentimentScore=5	numPositive=5	numNegative=0
#abs	sentimentScore=5	numPositive=6	numNegative=0
@jakewirth2	sentimentScore=5	numPositive=6	numNegative=0
ribeye	sentimentScore=5	numPositive=9	numNegative=0
#degregorios	sentimentScore=5	numPositive=6	numNegative=0
stairway	sentimentScore=5	numPositive=9	numNegative=0
#summertime	sentimentScore=5	numPositive=9	numNegative=0
#diamonds	sentimentScore=5	numPositive=11	numNegative=0
#humor	sentimentScore=5	numPositive=6	numNegative=0
@lecrae	sentimentScore=5	numPositive=7	numNegative=0
#jazz	sentimentScore=5	numPositive=13	numNegative=0
@officialsomo	sentimentScore=5	numPositive=5	numNegative=0
plessis	sentimentScore=5	numPositive=5	numNegative=0
#priority	sentimentScore=5	numPositive=7	numNegative=0
#greatfriends	sentimentScore=5	numPositive=7	numNegative=0
@kramergirl	sentimentScore=5	numPositive=5	numNegative=0
villadom	sentimentScore=5	numPositive=112	numNegative=0
#shining	sentimentScore=5	numPositive=16	numNegative=0
#exotic	sentimentScore=5	numPositive=8	numNegative=0
poise	sentimentScore=5	numPositive=5	numNegative=0
shiane	sentimentScore=5	numPositive=6	numNegative=0
#amazeballs	sentimentScore=5	numPositive=5	numNegative=0
wonderfully	sentimentScore=5	numPositive=18	numNegative=0
#brighton	sentimentScore=5	numPositive=7	numNegative=0
peacoat	sentimentScore=5	numPositive=5	numNegative=0
#15thingsilove	sentimentScore=5	numPositive=7	numNegative=0
#bigsean	sentimentScore=5	numPositive=8	numNegative=0
helena	sentimentScore=5	numPositive=5	numNegative=0
#perfectday	sentimentScore=5	numPositive=5	numNegative=0
mcadams	sentimentScore=5	numPositive=10	numNegative=0
progressed	sentimentScore=5	numPositive=6	numNegative=0
sarny	sentimentScore=5	numPositive=9	numNegative=0
@voguemagazine	sentimentScore=5	numPositive=5	numNegative=0
#mytime	sentimentScore=5	numPositive=8	numNegative=0
@liannefarbes	sentimentScore=5	numPositive=15	numNegative=0
#formal	sentimentScore=5	numPositive=5	numNegative=0
#mindset	sentimentScore=5	numPositive=11	numNegative=0
sonata	sentimentScore=5	numPositive=5	numNegative=0
#datass	sentimentScore=5	numPositive=5	numNegative=0
@sassy_ij	sentimentScore=5	numPositive=8	numNegative=0
sipag	sentimentScore=5	numPositive=13	numNegative=0
@tomcruise	sentimentScore=5	numPositive=7	numNegative=0
>>>>>>>>>>>>>>>>>>>>	sentimentScore=5	numPositive=5	numNegative=0
gridiron	sentimentScore=5	numPositive=5	numNegative=0
#myfav	sentimentScore=5	numPositive=11	numNegative=0
effortless	sentimentScore=5	numPositive=10	numNegative=0
#sesh	sentimentScore=5	numPositive=5	numNegative=0
potatos	sentimentScore=5	numPositive=5	numNegative=0
#skiing	sentimentScore=5	numPositive=8	numNegative=0
#reggae	sentimentScore=5	numPositive=8	numNegative=0
#takeoverday2012	sentimentScore=5	numPositive=6	numNegative=0
skincare	sentimentScore=5	numPositive=7	numNegative=0
#federer	sentimentScore=5	numPositive=12	numNegative=0
#magical	sentimentScore=5	numPositive=29	numNegative=0
persistence	sentimentScore=5	numPositive=6	numNegative=0
blowfish	sentimentScore=5	numPositive=5	numNegative=0
#soulcelebration	sentimentScore=5	numPositive=6	numNegative=0
#chic	sentimentScore=5	numPositive=23	numNegative=0
roady	sentimentScore=5	numPositive=5	numNegative=0
acheived	sentimentScore=5	numPositive=7	numNegative=0
ruess	sentimentScore=5	numPositive=8	numNegative=0
#giftbasket	sentimentScore=5	numPositive=8	numNegative=0
striving	sentimentScore=5	numPositive=38	numNegative=0
vaulting	sentimentScore=5	numPositive=8	numNegative=0
#teneyem	sentimentScore=5	numPositive=6	numNegative=0
#cavalaire	sentimentScore=5	numPositive=7	numNegative=0
@usherraymondiv	sentimentScore=5	numPositive=8	numNegative=0
#myjam	sentimentScore=5	numPositive=5	numNegative=0
#glorious	sentimentScore=5	numPositive=34	numNegative=0
buggs	sentimentScore=5	numPositive=5	numNegative=0
#thekillers	sentimentScore=5	numPositive=12	numNegative=0
#grand	sentimentScore=5	numPositive=29	numNegative=0
#encouragement	sentimentScore=5	numPositive=5	numNegative=0
#spiritual	sentimentScore=5	numPositive=6	numNegative=0
#manicure	sentimentScore=5	numPositive=5	numNegative=0
#chuffed	sentimentScore=5	numPositive=5	numNegative=0
preserves	sentimentScore=5	numPositive=5	numNegative=0
tempura	sentimentScore=5	numPositive=6	numNegative=0
#manipulation	sentimentScore=5	numPositive=5	numNegative=0
@rachelrileyrr	sentimentScore=5	numPositive=9	numNegative=0
gungor	sentimentScore=5	numPositive=5	numNegative=0
cantona	sentimentScore=5	numPositive=6	numNegative=0
musiq	sentimentScore=5	numPositive=5	numNegative=0
#culture	sentimentScore=5	numPositive=13	numNegative=0
#tuesdaynight	sentimentScore=5	numPositive=78	numNegative=0
relieves	sentimentScore=5	numPositive=5	numNegative=0
#partyongarth	sentimentScore=5	numPositive=6	numNegative=0
#bestfeelingever	sentimentScore=5	numPositive=9	numNegative=0
napolean	sentimentScore=5	numPositive=14	numNegative=0
nuri	sentimentScore=5	numPositive=5	numNegative=0
allyson	sentimentScore=5	numPositive=7	numNegative=0
#passionate	sentimentScore=5	numPositive=6	numNegative=0
#elegant	sentimentScore=5	numPositive=1004	numNegative=0
@jaimemagaluf	sentimentScore=5	numPositive=6	numNegative=0
#hisvoice	sentimentScore=5	numPositive=21	numNegative=0
@kerrywashington	sentimentScore=5	numPositive=12	numNegative=0
#banging	sentimentScore=5	numPositive=6	numNegative=0
hennessy	sentimentScore=5	numPositive=9	numNegative=0
part2	sentimentScore=5	numPositive=5	numNegative=0
#ohyes	sentimentScore=5	numPositive=10	numNegative=0
#special26	sentimentScore=5	numPositive=5	numNegative=0
@britishvogue	sentimentScore=5	numPositive=7	numNegative=0
astin	sentimentScore=5	numPositive=7	numNegative=0
*_*	sentimentScore=5	numPositive=8	numNegative=0
@mirandalambert	sentimentScore=5	numPositive=7	numNegative=0
#billandted	sentimentScore=5	numPositive=16	numNegative=0
#friendly	sentimentScore=5	numPositive=7	numNegative=0
#nevergiveup	sentimentScore=5	numPositive=9	numNegative=0
#perf	sentimentScore=5	numPositive=23	numNegative=0
@cassadeepope	sentimentScore=5	numPositive=15	numNegative=0
#extraordinary	sentimentScore=5	numPositive=7	numNegative=0
bahama	sentimentScore=5	numPositive=5	numNegative=0
#sga	sentimentScore=5	numPositive=6	numNegative=0
#intelligent	sentimentScore=5	numPositive=6	numNegative=0
#feelinggood	sentimentScore=5	numPositive=18	numNegative=0
@dalepottsdj	sentimentScore=5	numPositive=9	numNegative=0
#mademynight	sentimentScore=5	numPositive=6	numNegative=0
peppercorn	sentimentScore=5	numPositive=7	numNegative=0
@darylbirkby	sentimentScore=5	numPositive=10	numNegative=0
#allgood	sentimentScore=5	numPositive=6	numNegative=0
@coltford	sentimentScore=5	numPositive=5	numNegative=0
#independence	sentimentScore=5	numPositive=24	numNegative=0
@gavindegraw	sentimentScore=5	numPositive=8	numNegative=0
#starhill	sentimentScore=5	numPositive=15	numNegative=0
cassadee	sentimentScore=5	numPositive=10	numNegative=0
christoph	sentimentScore=5	numPositive=6	numNegative=0
@simplykayo	sentimentScore=5	numPositive=6	numNegative=0
@samanthabarks	sentimentScore=5	numPositive=7	numNegative=0
tiesto	sentimentScore=5	numPositive=8	numNegative=0
@tamor_11	sentimentScore=5	numPositive=7	numNegative=0
@rizzlekicks	sentimentScore=5	numPositive=15	numNegative=0
#theatre	sentimentScore=5	numPositive=7	numNegative=0
#wecreatesolutions	sentimentScore=5	numPositive=6	numNegative=0
houser	sentimentScore=5	numPositive=8	numNegative=0
#goalsiwentmentalat	sentimentScore=5	numPositive=18	numNegative=0
#superstar	sentimentScore=5	numPositive=8	numNegative=0
ecolabel	sentimentScore=5	numPositive=7	numNegative=0
#onpoint	sentimentScore=5	numPositive=17	numNegative=0
#loveofmylife	sentimentScore=5	numPositive=8	numNegative=0
#hesthebest	sentimentScore=5	numPositive=5	numNegative=0
#toohappy	sentimentScore=5	numPositive=6	numNegative=0
#inititative	sentimentScore=5	numPositive=6	numNegative=0
zing	sentimentScore=5	numPositive=6	numNegative=0
#graceful	sentimentScore=5	numPositive=24	numNegative=0
#radiant	sentimentScore=5	numPositive=8	numNegative=0
serenading	sentimentScore=5	numPositive=11	numNegative=0
#jarule	sentimentScore=5	numPositive=5	numNegative=0
soulful	sentimentScore=5	numPositive=6	numNegative=0
#popular	sentimentScore=5	numPositive=6	numNegative=0
giggsy	sentimentScore=5	numPositive=8	numNegative=0
#ltd	sentimentScore=5	numPositive=5	numNegative=0
exfoliate	sentimentScore=5	numPositive=8	numNegative=0
#ballet	sentimentScore=5	numPositive=9	numNegative=0
overcoming	sentimentScore=5	numPositive=7	numNegative=0
4890	sentimentScore=5	numPositive=6	numNegative=0
@rascalflatts	sentimentScore=5	numPositive=6	numNegative=0
relient	sentimentScore=5	numPositive=5	numNegative=0
@rustyrockets	sentimentScore=5	numPositive=6	numNegative=0
chocolat	sentimentScore=5	numPositive=6	numNegative=0
stubbed	sentimentScore=5	numPositive=8	numNegative=0
#clever	sentimentScore=5	numPositive=10	numNegative=0
#sunrise	sentimentScore=5	numPositive=5	numNegative=0
@tabooinbrixton	sentimentScore=5	numPositive=5	numNegative=0
#axelhappy	sentimentScore=5	numPositive=8	numNegative=0
#yummmm	sentimentScore=5	numPositive=5	numNegative=0
sworld	sentimentScore=5	numPositive=5	numNegative=0
#trancefamily	sentimentScore=5	numPositive=6	numNegative=0
gerwen	sentimentScore=5	numPositive=23	numNegative=0
@theweekndxo	sentimentScore=5	numPositive=15	numNegative=0
#peaceful	sentimentScore=5	numPositive=61	numNegative=0
#emmastone	sentimentScore=5	numPositive=6	numNegative=0
#drooling	sentimentScore=5	numPositive=5	numNegative=0
#perseverance	sentimentScore=5	numPositive=6	numNegative=0
#puretalent	sentimentScore=5	numPositive=6	numNegative=0
#beautifulday	sentimentScore=5	numPositive=5	numNegative=0
perogies	sentimentScore=5	numPositive=5	numNegative=0
agave	sentimentScore=5	numPositive=5	numNegative=0
@blink182	sentimentScore=5	numPositive=6	numNegative=0
#beatles	sentimentScore=5	numPositive=5	numNegative=0
insyaallah	sentimentScore=5	numPositive=6	numNegative=0
jamz	sentimentScore=5	numPositive=5	numNegative=0
@shilaamzah	sentimentScore=5	numPositive=16	numNegative=0
tdcc	sentimentScore=5	numPositive=5	numNegative=0
chateau	sentimentScore=5	numPositive=5	numNegative=0
#lovethisgirl	sentimentScore=5	numPositive=7	numNegative=0
#soamazing	sentimentScore=5	numPositive=5	numNegative=0
snugglin	sentimentScore=5	numPositive=5	numNegative=0
#beautifulpeople	sentimentScore=5	numPositive=5	numNegative=0
diners	sentimentScore=5	numPositive=7	numNegative=0
@emelisande	sentimentScore=5	numPositive=14	numNegative=0
rubidium	sentimentScore=5	numPositive=5	numNegative=0
#makeupchat	sentimentScore=5	numPositive=8	numNegative=0
grahams	sentimentScore=5	numPositive=7	numNegative=0
zarlenga	sentimentScore=5	numPositive=13	numNegative=0
#sopretty	sentimentScore=5	numPositive=17	numNegative=0
#boardwalkempire	sentimentScore=5	numPositive=5	numNegative=0
#pitch	sentimentScore=5	numPositive=7	numNegative=0
@charlie_mk1	sentimentScore=5	numPositive=6	numNegative=0
#feelgood	sentimentScore=5	numPositive=8	numNegative=0
butternut	sentimentScore=5	numPositive=5	numNegative=0
larsson	sentimentScore=5	numPositive=5	numNegative=0
#nothingbetter	sentimentScore=5	numPositive=15	numNegative=0
#northstar	sentimentScore=5	numPositive=5	numNegative=0
#loa	sentimentScore=5	numPositive=5	numNegative=0
#cloud9	sentimentScore=5	numPositive=8	numNegative=0
#reunited	sentimentScore=5	numPositive=6	numNegative=0
kasabian	sentimentScore=5	numPositive=6	numNegative=0
lbi	sentimentScore=5	numPositive=5	numNegative=0
brioche	sentimentScore=5	numPositive=5	numNegative=0
@tylerwardmusic	sentimentScore=5	numPositive=6	numNegative=0
facemask	sentimentScore=5	numPositive=7	numNegative=0
@kinglilkeis	sentimentScore=5	numPositive=16	numNegative=0
#phi	sentimentScore=5	numPositive=6	numNegative=0
#bethatway	sentimentScore=5	numPositive=9	numNegative=0
#realwoman	sentimentScore=5	numPositive=5	numNegative=0
@romeomiller	sentimentScore=5	numPositive=5	numNegative=0
blowie	sentimentScore=5	numPositive=6	numNegative=0
malteaser	sentimentScore=5	numPositive=5	numNegative=0
#equestrian	sentimentScore=5	numPositive=9	numNegative=0
sunsets	sentimentScore=5	numPositive=11	numNegative=0
#vision	sentimentScore=5	numPositive=19	numNegative=0
#ty	sentimentScore=5	numPositive=10	numNegative=0
#tigernation	sentimentScore=5	numPositive=7	numNegative=0
#opportunity	sentimentScore=5	numPositive=6	numNegative=0
#helpful	sentimentScore=5	numPositive=8	numNegative=0
#massage	sentimentScore=5	numPositive=7	numNegative=0
@arminvanbuuren	sentimentScore=5	numPositive=9	numNegative=0
argan	sentimentScore=5	numPositive=8	numNegative=0
skylight	sentimentScore=5	numPositive=5	numNegative=0
locos	sentimentScore=5	numPositive=6	numNegative=0
#babyitscoldoutside	sentimentScore=5	numPositive=5	numNegative=0
#gratitude	sentimentScore=5	numPositive=14	numNegative=0
#celebritynews	sentimentScore=5	numPositive=6	numNegative=0
marston	sentimentScore=5	numPositive=5	numNegative=0
#troublemaker	sentimentScore=5	numPositive=5	numNegative=0
#exceptional	sentimentScore=5	numPositive=224	numNegative=0
#tybg	sentimentScore=5	numPositive=13	numNegative=0
clarion	sentimentScore=5	numPositive=6	numNegative=0
#classics	sentimentScore=5	numPositive=9	numNegative=0
serum	sentimentScore=5	numPositive=6	numNegative=0
#ban	sentimentScore=5	numPositive=5	numNegative=0
#vintage	sentimentScore=5	numPositive=20	numNegative=0
sonya	sentimentScore=5	numPositive=5	numNegative=0
#justwhatineed	sentimentScore=5	numPositive=15	numNegative=0
#umir	sentimentScore=5	numPositive=6	numNegative=0
#audreyhepburn	sentimentScore=5	numPositive=8	numNegative=0
poupon	sentimentScore=5	numPositive=6	numNegative=0
#greeneyes	sentimentScore=5	numPositive=5	numNegative=0
unwinding	sentimentScore=5	numPositive=5	numNegative=0
#bobmarley	sentimentScore=5	numPositive=5	numNegative=0
#sophisticated	sentimentScore=5	numPositive=34	numNegative=0
@scottymccreery	sentimentScore=5	numPositive=12	numNegative=0
@niykeeheaton	sentimentScore=5	numPositive=7	numNegative=0
#watchthisspace	sentimentScore=5	numPositive=5	numNegative=0
#soawesome	sentimentScore=5	numPositive=5	numNegative=0
#abbeyroadsessions	sentimentScore=5	numPositive=5	numNegative=0
@pgal10	sentimentScore=5	numPositive=6	numNegative=0
@jakebugg	sentimentScore=5	numPositive=18	numNegative=0
daay	sentimentScore=5	numPositive=5	numNegative=0
#dazzling	sentimentScore=5	numPositive=86	numNegative=0
blogging	sentimentScore=5	numPositive=12	numNegative=0
twait	sentimentScore=5	numPositive=9	numNegative=0
adornment	sentimentScore=5	numPositive=11	numNegative=0
persevere	sentimentScore=5	numPositive=6	numNegative=0
#smiling	sentimentScore=5	numPositive=8	numNegative=0
#universe	sentimentScore=5	numPositive=11	numNegative=0
johann	sentimentScore=5	numPositive=6	numNegative=0
sundaes	sentimentScore=5	numPositive=5	numNegative=0
#ilovethem	sentimentScore=5	numPositive=5	numNegative=0
#blissful	sentimentScore=5	numPositive=9	numNegative=0
m83	sentimentScore=5	numPositive=7	numNegative=0
#sogreat	sentimentScore=5	numPositive=8	numNegative=0
#radical	sentimentScore=5	numPositive=9	numNegative=0
monocle	sentimentScore=5	numPositive=8	numNegative=0
@greenday	sentimentScore=5	numPositive=6	numNegative=0
@cafeiguanas	sentimentScore=5	numPositive=256	numNegative=0
#unique	sentimentScore=5	numPositive=36	numNegative=0
#dreamy	sentimentScore=5	numPositive=19	numNegative=0
#sea	sentimentScore=5	numPositive=6	numNegative=0
@jordan_markall	sentimentScore=5	numPositive=7	numNegative=0
houmous	sentimentScore=5	numPositive=5	numNegative=0
@jamescki	sentimentScore=5	numPositive=14	numNegative=0
#letsgetit	sentimentScore=5	numPositive=5	numNegative=0
swanky	sentimentScore=5	numPositive=8	numNegative=0
@shawnjohnson	sentimentScore=5	numPositive=11	numNegative=0
#leadership	sentimentScore=5	numPositive=75	numNegative=0
#icandoit	sentimentScore=5	numPositive=5	numNegative=0
#queens	sentimentScore=5	numPositive=5	numNegative=0
#wooo	sentimentScore=5	numPositive=7	numNegative=0
#justin	sentimentScore=5	numPositive=5	numNegative=0
@austincarlile	sentimentScore=5	numPositive=8	numNegative=0
@alltimelow	sentimentScore=5	numPositive=8	numNegative=0
#righteous	sentimentScore=5	numPositive=5	numNegative=0
cornerstone	sentimentScore=5	numPositive=6	numNegative=0
#ilovemylife	sentimentScore=5	numPositive=6	numNegative=0
embody	sentimentScore=5	numPositive=5	numNegative=0
@tom_peters	sentimentScore=5	numPositive=5	numNegative=0
#igotdrunkand	sentimentScore=5	numPositive=7	numNegative=0
#thumbsup	sentimentScore=5	numPositive=7	numNegative=0
kimi	sentimentScore=5	numPositive=6	numNegative=0
#funfunfun	sentimentScore=5	numPositive=5	numNegative=0
#astonishing	sentimentScore=5	numPositive=8	numNegative=0
@catelynnlowell	sentimentScore=5	numPositive=5	numNegative=0
#salon	sentimentScore=5	numPositive=14	numNegative=0
werk	sentimentScore=5	numPositive=6	numNegative=0
#macmiller	sentimentScore=5	numPositive=5	numNegative=0
#brains	sentimentScore=5	numPositive=8	numNegative=0
#portgrimaud	sentimentScore=5	numPositive=7	numNegative=0
vidic	sentimentScore=5	numPositive=6	numNegative=0
#mua	sentimentScore=5	numPositive=10	numNegative=0
#simplyamazing	sentimentScore=5	numPositive=6	numNegative=0
classico	sentimentScore=5	numPositive=5	numNegative=0
revolutionary	sentimentScore=5	numPositive=5	numNegative=0
amuf2	sentimentScore=5	numPositive=9	numNegative=0
